hpo_id1,hpo_term1,hpo_id2,hpo_term2,similarity_score
HP:0000837,Increased circulating gonadotropin level,HP:0004319,Decreased circulating aldosterone concentration,0.9134
HP:0000837,Increased circulating gonadotropin level,HP:0005479,Decreased circulating IgE concentration,0.8197
HP:0000837,Increased circulating gonadotropin level,HP:0005510,Transient erythroblastopenia,0.8365
HP:0000837,Increased circulating gonadotropin level,HP:0005961,Hypoargininemia,0.8413
HP:0000837,Increased circulating gonadotropin level,HP:0008163,Decreased circulating cortisol level,0.9080
HP:0000837,Increased circulating gonadotropin level,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8821
HP:0000837,Increased circulating gonadotropin level,HP:0010981,Hypolipoproteinemia,0.8152
HP:0000837,Increased circulating gonadotropin level,HP:0011967,Decreased circulating copper concentration,0.8361
HP:0000837,Increased circulating gonadotropin level,HP:0012052,Low serum calcitriol,0.8165
HP:0000837,Increased circulating gonadotropin level,HP:0012053,Decreased circulating calcifediol concentration,0.8357
HP:0000837,Increased circulating gonadotropin level,HP:0012101,Decreased serum creatinine,0.8123
HP:0000837,Increased circulating gonadotropin level,HP:0012153,Hypotriglyceridemia,0.8270
HP:0000837,Increased circulating gonadotropin level,HP:0012277,Hypoglycinemia,0.8149
HP:0000837,Increased circulating gonadotropin level,HP:0012279,Hyposerinemia,0.8192
HP:0000837,Increased circulating gonadotropin level,HP:0012417,Hypocapnia,0.7615
HP:0000837,Increased circulating gonadotropin level,HP:0012418,Hypoxemia,0.7816
HP:0000837,Increased circulating gonadotropin level,HP:0020222,Hypohomocysteinemia,0.8088
HP:0000837,Increased circulating gonadotropin level,HP:0030339,Decreased circulating gonadotropin concentration,0.9919
HP:0000837,Increased circulating gonadotropin level,HP:0030344,Decreased circulating luteinizing hormone level,0.9208
HP:0000837,Increased circulating gonadotropin level,HP:0030349,Decreased circulating androgen concentration,0.9110
HP:0000837,Increased circulating gonadotropin level,HP:0030689,Decreased glucagon level,0.8737
HP:0000837,Increased circulating gonadotropin level,HP:0030985,Decreased serum bile acid concentration,0.8673
HP:0000837,Increased circulating gonadotropin level,HP:0031242,Decreased circulating chylomicron concentration,0.8648
HP:0000837,Increased circulating gonadotropin level,HP:0031243,Decreased VLDL cholesterol concentration,0.8470
HP:0000837,Increased circulating gonadotropin level,HP:0031794,Decreased circulating glycerol level,0.8736
HP:0000837,Increased circulating gonadotropin level,HP:0031891,Decreased eosinophil count,0.8479
HP:0000837,Increased circulating gonadotropin level,HP:0031969,Reduced blood urea nitrogen,0.8130
HP:0000837,Increased circulating gonadotropin level,HP:0032098,Hypomanganesemia,0.8258
HP:0000837,Increased circulating gonadotropin level,HP:0032210,Decreased circulating free T3,0.8250
HP:0000837,Increased circulating gonadotropin level,HP:0032363,Decreased circulating corticosterone level,0.9075
HP:0000837,Increased circulating gonadotropin level,HP:0033445,Reduced circulating acylcarnitine concentration,0.8654
HP:0000837,Increased circulating gonadotropin level,HP:0033480,Hypobilirubinemia,0.8291
HP:0000837,Increased circulating gonadotropin level,HP:0034203,Decreased iduronate sulfatase level,0.8369
HP:0000837,Increased circulating gonadotropin level,HP:0034292,Reduced circulating creatine concentration,0.8390
HP:0000837,Increased circulating gonadotropin level,HP:0034441,Decreased circulating aspartic acid concentration,0.8812
HP:0000837,Increased circulating gonadotropin level,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.8655
HP:0000837,Increased circulating gonadotropin level,HP:0034870,Reduced circulating urocanic acid concentration,0.8665
HP:0000837,Increased circulating gonadotropin level,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.8614
HP:0000837,Increased circulating gonadotropin level,HP:0034938,Decreased circulating sialic acid concentration,0.8636
HP:0000837,Increased circulating gonadotropin level,HP:0040171,Decreased serum testosterone concentration,0.9096
HP:0000837,Increased circulating gonadotropin level,HP:0040216,Hypoinsulinemia,0.8212
HP:0000837,Increased circulating gonadotropin level,HP:0045014,Hypolipidemia,0.7936
HP:0000837,Increased circulating gonadotropin level,HP:0100493,Hypoammonemia,0.8175
HP:0000837,Increased circulating gonadotropin level,HP:0100507,Reduced blood folate concentration,0.8392
HP:0000837,Increased circulating gonadotropin level,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,0.8621
HP:0000837,Increased circulating gonadotropin level,HP:0410245,Decreased circulating IgD concentration,0.8479
HP:0000837,Increased circulating gonadotropin level,HP:0410289,Hypoamylasemia,0.8267
HP:0000837,Increased circulating gonadotropin level,HP:0410343,Decreased circulating heparan sulfate level,0.8641
HP:0000837,Increased circulating gonadotropin level,HP:0430073,Decreased circulating beta-carotene concentration,0.9017
HP:0000837,Increased circulating gonadotropin level,HP:0500132,Hypovalinemia,0.8105
HP:0000837,Increased circulating gonadotropin level,HP:0500133,Hypotyrosinemia,0.8421
HP:0000837,Increased circulating gonadotropin level,HP:0500135,Hypotryptophanemia,0.8187
HP:0000837,Increased circulating gonadotropin level,HP:0500136,Hypothreoninemia,0.8425
HP:0000837,Increased circulating gonadotropin level,HP:0500139,Hypoprolinemia,0.8258
HP:0000837,Increased circulating gonadotropin level,HP:0500140,Decreased circulating hydroxyproline concentration,0.8664
HP:0000837,Increased circulating gonadotropin level,HP:0500141,Hypophenylalaninemia,0.8221
HP:0000837,Increased circulating gonadotropin level,HP:0500142,Hypolysinemia,0.8104
HP:0000837,Increased circulating gonadotropin level,HP:0500143,Hypoleucinemia,0.8396
HP:0000837,Increased circulating gonadotropin level,HP:0500144,Hypoisoleucinemia,0.8295
HP:0000837,Increased circulating gonadotropin level,HP:0500145,Hypohistidinemia,0.8220
HP:0000837,Increased circulating gonadotropin level,HP:0500147,Hypoglutaminemia,0.8484
HP:0000837,Increased circulating gonadotropin level,HP:0500150,Hypoglutamatemia,0.8264
HP:0000837,Increased circulating gonadotropin level,HP:0500152,Hypocystinemia,0.8316
HP:0000837,Increased circulating gonadotropin level,HP:0500154,Hypoalaninemia,0.8226
HP:0000837,Increased circulating gonadotropin level,HP:0500157,Hypoasparaginemia,0.8657
HP:0000837,Increased circulating gonadotropin level,HP:0500162,Decreased circulating carnosine concentration,0.8768
HP:0000837,Increased circulating gonadotropin level,HP:0500163,Hypoornithinemia,0.8246
HP:0000837,Increased circulating gonadotropin level,HP:0500182,Hypotaurinemia,0.8394
HP:0000842,Hyperinsulinemia,HP:0001882,Leukopenia,0.8959
HP:0000842,Hyperinsulinemia,HP:0001888,Lymphopenia,0.8911
HP:0000842,Hyperinsulinemia,HP:0001913,Granulocytopenia,0.8709
HP:0000842,Hyperinsulinemia,HP:0001943,Hypoglycemia,0.9057
HP:0000842,Hyperinsulinemia,HP:0001988,Recurrent hypoglycemia,0.8850
HP:0000842,Hyperinsulinemia,HP:0002148,Hypophosphatemia,0.9065
HP:0000842,Hyperinsulinemia,HP:0002720,Decreased circulating IgA concentration,0.7783
HP:0000842,Hyperinsulinemia,HP:0002850,Decreased circulating total IgM,0.7860
HP:0000842,Hyperinsulinemia,HP:0002900,Hypokalemia,0.8926
HP:0000842,Hyperinsulinemia,HP:0002901,Hypocalcemia,0.8880
HP:0000842,Hyperinsulinemia,HP:0002902,Hyponatremia,0.9178
HP:0000842,Hyperinsulinemia,HP:0002917,Hypomagnesemia,0.8845
HP:0000842,Hyperinsulinemia,HP:0002920,Decreased circulating ACTH concentration,0.7832
HP:0000842,Hyperinsulinemia,HP:0003073,Hypoalbuminemia,0.9092
HP:0000842,Hyperinsulinemia,HP:0003075,Hypoproteinemia,0.9029
HP:0000842,Hyperinsulinemia,HP:0003113,Hypochloremia,0.8364
HP:0000842,Hyperinsulinemia,HP:0003146,Hypocholesterolemia,0.9053
HP:0000842,Hyperinsulinemia,HP:0003233,Decreased HDL cholesterol concentration,0.8635
HP:0000842,Hyperinsulinemia,HP:0003234,Decreased circulating carnitine concentration,0.8059
HP:0000842,Hyperinsulinemia,HP:0003292,Decreased serum leptin,0.8228
HP:0000842,Hyperinsulinemia,HP:0003351,Decreased circulating renin concentration,0.7990
HP:0000842,Hyperinsulinemia,HP:0003537,Hypouricemia,0.9065
HP:0000842,Hyperinsulinemia,HP:0003563,Decreased LDL cholesterol concentration,0.8417
HP:0000842,Hyperinsulinemia,HP:0003572,Low plasma citrulline,0.8508
HP:0000842,Hyperinsulinemia,HP:0003658,Hypomethioninemia,0.8966
HP:0000842,Hyperinsulinemia,HP:0004313,Decreased circulating antibody concentration,0.7882
HP:0000842,Hyperinsulinemia,HP:0004315,Decreased circulating IgG concentration,0.7935
HP:0000842,Hyperinsulinemia,HP:0004319,Decreased circulating aldosterone concentration,0.8328
HP:0000842,Hyperinsulinemia,HP:0005479,Decreased circulating IgE concentration,0.7704
HP:0000842,Hyperinsulinemia,HP:0005510,Transient erythroblastopenia,0.8541
HP:0000842,Hyperinsulinemia,HP:0005961,Hypoargininemia,0.9369
HP:0000842,Hyperinsulinemia,HP:0008163,Decreased circulating cortisol level,0.8288
HP:0000842,Hyperinsulinemia,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8052
HP:0000842,Hyperinsulinemia,HP:0010981,Hypolipoproteinemia,0.8991
HP:0000842,Hyperinsulinemia,HP:0011967,Decreased circulating copper concentration,0.7703
HP:0000842,Hyperinsulinemia,HP:0012052,Low serum calcitriol,0.8383
HP:0000842,Hyperinsulinemia,HP:0012053,Decreased circulating calcifediol concentration,0.7883
HP:0000842,Hyperinsulinemia,HP:0012101,Decreased serum creatinine,0.7925
HP:0000842,Hyperinsulinemia,HP:0012153,Hypotriglyceridemia,0.9081
HP:0000842,Hyperinsulinemia,HP:0012277,Hypoglycinemia,0.9238
HP:0000842,Hyperinsulinemia,HP:0012279,Hyposerinemia,0.9236
HP:0000842,Hyperinsulinemia,HP:0012417,Hypocapnia,0.8363
HP:0000842,Hyperinsulinemia,HP:0012418,Hypoxemia,0.8473
HP:0000842,Hyperinsulinemia,HP:0020222,Hypohomocysteinemia,0.8797
HP:0000842,Hyperinsulinemia,HP:0030339,Decreased circulating gonadotropin concentration,0.8247
HP:0000842,Hyperinsulinemia,HP:0030344,Decreased circulating luteinizing hormone level,0.8253
HP:0000842,Hyperinsulinemia,HP:0030349,Decreased circulating androgen concentration,0.7975
HP:0000842,Hyperinsulinemia,HP:0030689,Decreased glucagon level,0.8194
HP:0000842,Hyperinsulinemia,HP:0030985,Decreased serum bile acid concentration,0.8365
HP:0000842,Hyperinsulinemia,HP:0031242,Decreased circulating chylomicron concentration,0.7957
HP:0000842,Hyperinsulinemia,HP:0031243,Decreased VLDL cholesterol concentration,0.8399
HP:0000842,Hyperinsulinemia,HP:0031794,Decreased circulating glycerol level,0.8098
HP:0000842,Hyperinsulinemia,HP:0031891,Decreased eosinophil count,0.8250
HP:0000842,Hyperinsulinemia,HP:0031969,Reduced blood urea nitrogen,0.8119
HP:0000842,Hyperinsulinemia,HP:0032098,Hypomanganesemia,0.8993
HP:0000842,Hyperinsulinemia,HP:0032210,Decreased circulating free T3,0.7962
HP:0000842,Hyperinsulinemia,HP:0032363,Decreased circulating corticosterone level,0.8225
HP:0000842,Hyperinsulinemia,HP:0033445,Reduced circulating acylcarnitine concentration,0.8081
HP:0000842,Hyperinsulinemia,HP:0033480,Hypobilirubinemia,0.9085
HP:0000842,Hyperinsulinemia,HP:0034203,Decreased iduronate sulfatase level,0.8077
HP:0000842,Hyperinsulinemia,HP:0034292,Reduced circulating creatine concentration,0.8046
HP:0000842,Hyperinsulinemia,HP:0034441,Decreased circulating aspartic acid concentration,0.8096
HP:0000842,Hyperinsulinemia,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.8000
HP:0000842,Hyperinsulinemia,HP:0034870,Reduced circulating urocanic acid concentration,0.8082
HP:0000842,Hyperinsulinemia,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.8304
HP:0000842,Hyperinsulinemia,HP:0034938,Decreased circulating sialic acid concentration,0.8042
