id1,id2,logical,text,inherit,term1,term2
HP:0001899,HP:0031851,f,t,f,Increased hematocrit,Reduced hematocrit
HP:0001935,HP:0001972,f,t,f,Microcytic anemia,Macrocytic anemia
HP:0001943,HP:0003074,t,t,f,Hypoglycemia,Hyperglycemia
HP:0001945,HP:0002045,f,t,f,Fever,Hypothermia
HP:0001987,HP:0100493,t,t,f,Hyperammonemia,Hypoammonemia
HP:0002057,HP:0011222,f,t,f,Prominent glabella,Depressed glabella
HP:0002148,HP:0002905,t,t,f,Hypophosphatemia,Hyperphosphatemia
HP:0002149,HP:0003537,t,t,f,Hyperuricemia,Hypouricemia
HP:0002150,HP:0003127,t,t,f,Hypercalciuria,Hypocalciuria
HP:0002152,HP:0003075,t,t,f,Hyperproteinemia,Hypoproteinemia
HP:0002153,HP:0002900,t,t,f,Hyperkalemia,Hypokalemia
HP:0002154,HP:0012277,t,t,f,Hyperglycinemia,Hypoglycinemia
HP:0002155,HP:0012153,t,t,f,Hypertriglyceridemia,Hypotriglyceridemia
HP:0002161,HP:0500142,t,t,f,Hyperlysinemia,Hypolysinemia
HP:0002162,HP:0012891,f,t,f,Low posterior hairline,High posterior hairline
HP:0002213,HP:0100874,f,t,f,Fine hair,Thick hair
HP:0002375,HP:0002487,f,t,f,Hypokinesia,Hyperkinetic movements
HP:0002395,HP:0002600,t,t,f,Lower limb hyperreflexia,Hyporeflexia of lower limbs
HP:0002488,HP:0005558,f,t,f,Acute leukemia,Chronic leukemia
HP:0002490,HP:0030086,t,t,f,Increased CSF lactate,Reduced CSF lactate
HP:0002509,HP:0012389,f,t,f,Limb hypertonia,Appendicular hypotonia
HP:0002516,HP:0012641,f,t,f,Increased intracranial pressure,Decreased intracranial pressure
HP:0002562,HP:6000229,f,t,f,Low-set nipples,High-set nipples
HP:0002594,HP:0006277,t,t,f,Pancreatic hypoplasia,Pancreatic hyperplasia
HP:0002677,HP:0002700,t,t,f,Small foramen magnum,Large foramen magnum
HP:0002684,HP:0010539,t,t,f,Thickened calvaria,Thin calvarium
HP:0002690,HP:0010538,t,t,f,Large sella turcica,Small sella turcica
HP:0002714,HP:0010805,f,t,f,Downturned corners of mouth,Upturned corners of mouth
HP:0002716,HP:0002732,t,t,f,Lymphadenopathy,Lymph node hypoplasia
HP:0002720,HP:0003261,t,t,f,Decreased circulating IgA concentration,Increased circulating IgA concentration
HP:0002731,HP:0030887,f,t,f,Decreased lymphocyte apoptosis,Increased lymphocyte apoptosis
HP:0002789,HP:0046507,f,t,f,Tachypnea,Bradypnea
HP:0002791,HP:0002883,f,t,f,Hypoventilation,Hyperventilation
HP:0002850,HP:0003496,t,t,f,Decreased circulating total IgM,Increased circulating IgM level
HP:0002901,HP:0003072,t,t,f,Hypocalcemia,Hypercalcemia
HP:0002902,HP:0003228,t,t,f,Hyponatremia,Hypernatremia
HP:0002904,HP:0033480,t,t,f,Hyperbilirubinemia,Hypobilirubinemia
HP:0002914,HP:0012601,t,t,f,Hyperchloriduria,Hypochloriduria
HP:0002917,HP:0002918,t,t,f,Hypomagnesemia,Hypermagnesemia
HP:0002922,HP:0025457,t,t,f,Increased CSF protein concentration,Decreased CSF protein concentration
HP:0002938,HP:0034770,f,t,f,Lumbar hyperlordosis,Lumbar hypolordosis
HP:0003022,HP:0003988,f,t,f,Hypoplasia of the ulna,Long ulna
HP:0003038,HP:0003085,f,t,f,Fibular hypoplasia,Long fibula
HP:0003073,HP:0012117,t,t,f,Hypoalbuminemia,Hyperalbuminemia
HP:0003077,HP:0045014,t,t,f,Hyperlipidemia,Hypolipidemia
HP:0003109,HP:0012365,t,t,f,Hyperphosphaturia,Hypophosphaturia
HP:0003113,HP:0011423,t,t,f,Hypochloremia,Hyperchloremia
HP:0003124,HP:0003146,t,t,f,Hypercholesterolemia,Hypocholesterolemia
HP:0003125,HP:0030977,f,t,f,Reduced factor VIII activity,Increased factor VIII activity
HP:0003138,HP:0031969,t,t,f,Increased blood urea nitrogen,Reduced blood urea nitrogen
HP:0003141,HP:0003563,t,t,f,Increased LDL cholesterol concentration,Decreased LDL cholesterol concentration
HP:0003189,HP:0003196,f,t,f,Long nose,Short nose
HP:0003194,HP:0033142,t,t,f,Short nasal bridge,Long nasal bridge
HP:0003202,HP:0003712,f,t,f,Skeletal muscle atrophy,Skeletal muscle hypertrophy
HP:0003217,HP:0500147,t,t,f,Hyperglutaminemia,Hypoglutaminemia
HP:0003231,HP:0500133,t,t,f,Hypertyrosinemia,Hypotyrosinemia
HP:0003233,HP:0012184,t,t,f,Decreased HDL cholesterol concentration,Increased HDL cholesterol concentration
HP:0003235,HP:0003658,t,t,f,Hypermethioninemia,Hypomethioninemia
HP:0003259,HP:0012101,f,t,f,Elevated circulating creatinine concentration,Decreased serum creatinine
HP:0003281,HP:0012343,t,t,f,Increased circulating ferritin concentration,Decreased circulating ferritin concentration
HP:0003155,HP:0003282,f,t,f,Elevated circulating alkaline phosphatase concentration,Decreased circulating alkaline phosphatase activity
HP:0003292,HP:0031793,t,t,f,Decreased serum leptin,Increased serum leptin
HP:0003348,HP:0500154,t,t,f,Hyperalaninemia,Hypoalaninemia
HP:0000848,HP:0003351,t,t,f,Increased circulating renin concentration,Decreased circulating renin concentration
HP:0003354,HP:0500136,t,t,f,Hyperthreoninemia,Hypothreoninemia
HP:0003359,HP:0012613,t,t,f,Decreased urinary sulfate,Increased urinary sulfate
HP:0003090,HP:0003371,f,t,f,Hypoplasia of the capital femoral epiphysis,Enlargement of the proximal femoral epiphysis
HP:0003429,HP:0012754,t,t,f,CNS hypomyelination,CNS hypermyelination
HP:0003565,HP:0025022,f,t,f,Elevated erythrocyte sedimentation rate,Decreased erythrocyte sedimentation rate
HP:0003676,HP:0003680,f,t,f,Progressive,Nonprogressive
HP:0003700,HP:0003720,f,t,f,Generalized amyotrophy,Generalized muscle hypertrophy
HP:0003785,HP:0034201,f,t,f,Decreased CSF homovanillic acid concentration,Increased CSF homovanillic acid concentration
HP:0003829,HP:0034950,f,t,f,Typified by incomplete penetrance,Typified by complete penetrance
HP:0003898,HP:0003900,t,t,f,Large humeral epiphyses,Small humeral epiphyses
HP:0004005,HP:0004010,t,t,f,Large radial epiphyses,Small radial epiphyses
HP:0001498,HP:0004237,f,t,f,Carpal bone hypoplasia,Large carpal bones
HP:0004279,HP:0011302,t,t,f,Short palm,Long palm
HP:0004313,HP:0010702,t,t,f,Decreased circulating antibody concentration,Increased circulating antibody concentration
HP:0003237,HP:0004315,t,t,f,Increased circulating IgG concentration,Decreased circulating IgG concentration
HP:0000859,HP:0004319,t,t,f,Increased circulating aldosterone concentration,Decreased circulating aldosterone concentration
HP:0000098,HP:0004322,t,t,f,Tall stature,Short stature
HP:0004324,HP:0004325,t,t,f,Increased body weight,Decreased body weight
HP:0004330,HP:0004331,t,t,f,Increased skull ossification,Decreased skull ossification
HP:0004349,HP:0011001,t,t,f,Reduced bone mineral density,Increased bone mineral density
HP:0004368,HP:0004369,f,t,f,Increased circulating purine concentration,Decreased circulating purine concentration
HP:0004488,HP:0011451,f,t,f,Macrocephaly at birth,Primary microcephaly
HP:0004528,HP:0004554,f,t,f,Generalized hypotrichosis,Generalized hypertrichosis
HP:0004660,HP:0012892,f,t,f,Hypoplasia of facial musculature,Facial muscle hypertrophy
HP:0004729,HP:0004743,f,t,f,Acute tubulointerstitial nephritis,Chronic tubulointerstitial nephritis
HP:0004821,HP:0011447,f,t,f,Hypersegmentation of neutrophil nuclei,Hyposegmentation of neutrophil nuclei
HP:0004826,HP:0004851,f,t,f,Folate-unresponsive megaloblastic anemia,Folate-responsive megaloblastic anemia
HP:0004879,HP:0004881,f,t,f,Intermittent hyperventilation,Episodic hypoventilation
HP:0004905,HP:4000212,f,t,f,Reduced circulating vitamin A concentration,Increased circulating vitamin A concentration
HP:0004923,HP:0500141,t,t,f,Hyperphenylalaninemia,Hypophenylalaninemia
HP:0005165,HP:0012248,f,t,f,Shortened PR interval,Prolonged PR interval
HP:0005170,HP:0005178,f,t,f,Complete heart block with broad QRS complexes,Complete heart block with narrow QRS complexes
HP:0005272,HP:0010801,f,t,f,Prominent nasolabial fold,Underdeveloped nasolabial fold
HP:0005274,HP:0005278,f,t,f,Prominent nasal tip,Hypoplastic nasal tip
HP:0005310,HP:0011944,f,t,f,Large vessel vasculitis,Small vessel vasculitis
HP:0005323,HP:0011331,f,t,f,Hemifacial hypertrophy,Hemifacial atrophy
HP:0005445,HP:0040010,f,t,f,Enlarged posterior fossa,Small posterior fossa
HP:0003212,HP:0005479,t,t,f,Increased circulating IgE concentration,Decreased circulating IgE concentration
HP:0005484,HP:0005490,f,t,f,Secondary microcephaly,Postnatal macrocephaly
HP:0005528,HP:0031020,f,t,f,Bone marrow hypocellularity,Bone marrow hypercellularity
HP:0005537,HP:0011877,f,t,f,Decreased mean platelet volume,Increased mean platelet volume
HP:0005585,HP:0005590,f,t,f,Spotty hyperpigmentation,Spotty hypopigmentation
HP:0005819,HP:0012298,t,t,f,Short middle phalanx of finger,Long middle phalanx of finger
HP:0005961,HP:0500153,t,t,f,Hypoargininemia,Hyperargininemia
HP:0005990,HP:0008249,t,t,f,Thyroid hypoplasia,Thyroid hyperplasia
HP:0006127,HP:0010241,t,t,f,Long proximal phalanx of finger,Short proximal phalanx of finger
HP:0006155,HP:0009803,f,t,f,Long phalanx of finger,Short phalanx of finger
HP:0006184,HP:0006191,f,t,f,Decreased palmar creases,Deep palmar crease
HP:0006266,HP:0006267,t,t,f,Small placenta,Large placenta
HP:0006329,HP:0009085,f,t,f,Alveolar process hypoplasia,Alveolar ridge overgrowth
HP:0006336,HP:0033189,f,t,f,Short dental root,Radiculomegaly
HP:0006429,HP:0008819,t,t,f,Broad femoral neck,Narrow femoral neck
HP:0006554,HP:0100626,f,t,f,Acute hepatic failure,Chronic hepatic failure
HP:0007048,HP:0012697,t,t,f,Large basal ganglia,Small basal ganglia
HP:0007074,HP:0033725,f,t,f,Thick corpus callosum,Thin corpus callosum
HP:0007103,HP:0030890,f,t,f,Hypointensity of cerebral white matter on MRI,Hyperintensity of cerebral white matter on MRI
HP:0007149,HP:0040267,f,t,f,Distal upper limb amyotrophy,Distal upper limb muscle hypertrophy
HP:0007182,HP:0030173,t,t,f,Peripheral hypomyelination,Peripheral hypermyelination
HP:0007183,HP:0012752,f,t,f,Focal T2 hyperintense basal ganglia lesion,Focal T2 hypointense basal ganglia lesion
HP:0007410,HP:0034012,f,t,f,Palmoplantar hyperhidrosis,Palmoplantar hypohidrosis
HP:0007440,HP:0007513,t,t,f,Generalized hyperpigmentation,Generalized hypopigmentation
HP:0007535,HP:0007572,f,t,f,Hypopigmented streaks,Hyperpigmented streaks
HP:0007840,HP:0040054,t,t,f,Long upper eyelashes,Short upper eyelashes
HP:0007894,HP:0011512,t,t,f,Hypopigmentation of the fundus,Hyperpigmentation of the fundus
HP:0007975,HP:0032013,f,t,f,Hypometric horizontal saccades,Hypermetric horizontal saccades
HP:0007988,HP:0011509,t,t,f,Macular hypopigmentation,Macular hyperpigmentation
HP:0008001,HP:0012643,t,t,f,Foveal hyperpigmentation,Foveal hypopigmentation
HP:0003118,HP:0008163,t,t,f,Increased circulating cortisol level,Decreased circulating cortisol level
HP:0008165,HP:0500264,f,t,f,Decreased helper T cell proportion,Increased helper T cell proportion
HP:0008179,HP:0031155,f,t,f,Decreased Arden ratio of electrooculogram,Increased Arden ratio of electrooculogram
HP:0008182,HP:6000152,f,t,f,Adrenocortical hypoplasia,Adrenocortical hyperplasia
HP:0008214,HP:0025134,t,t,f,Decreased serum estradiol,Increased serum estradiol
HP:0008233,HP:0031216,t,t,f,Decreased circulating progesterone,Increased circulating progesterone
HP:0008244,HP:0008258,f,t,f,Congenital adrenal hypoplasia,Congenital adrenal hyperplasia
HP:0008348,HP:0032299,f,t,f,Decreased circulating IgG2 concentration,Increased circulating IgG2 level
HP:0008358,HP:0500139,t,t,f,Hyperprolinemia,Hypoprolinemia
HP:0008593,HP:0011251,f,t,f,Prominent antitragus,Underdeveloped antitragus
HP:0000060,HP:0008665,f,t,f,Clitoral hypoplasia,Clitoral hypertrophy
HP:0002866,HP:0008818,f,t,f,Hypoplastic iliac wing,Large iliac wing
HP:0008948,HP:0040266,f,t,f,Proximal upper limb amyotrophy,Proximal upper limb muscle hypertrophy
HP:0008972,HP:0040015,f,t,f,Decreased activity of mitochondrial respiratory chain,Increased activity of mitochondrial respiratory chain
HP:0009060,HP:0012895,f,t,f,Scapular muscle atrophy,Scapular muscle hypertrophy
HP:0009147,HP:0009148,t,t,f,Enlarged epiphysis of the distal phalanx of the 5th finger,Small epiphysis of the distal phalanx of the 5th finger
HP:0009158,HP:0009159,t,t,f,Enlarged epiphysis of the proximal phalanx of the 5th finger,Small epiphysis of the proximal phalanx of the 5th finger
HP:0009206,HP:0009211,t,t,f,Enlarged epiphysis of the middle phalanx of the 5th finger,Small epiphysis of the middle phalanx of the 5th finger
HP:0009217,HP:0009222,t,t,f,Enlarged epiphysis of the middle phalanx of the 4th finger,Small epiphysis of the middle phalanx of the 4th finger
HP:0009253,HP:0009258,t,t,f,Enlarged epiphysis of the distal phalanx of the 4th finger,Small epiphysis of the distal phalanx of the 4th finger
HP:0009264,HP:0009269,t,t,f,Enlarged epiphysis of the proximal phalanx of the 4th finger,Small epiphysis of the proximal phalanx of the 4th finger
HP:0009324,HP:0009329,t,t,f,Enlarged epiphysis of the middle phalanx of the 3rd finger,Small epiphysis of the middle phalanx of the 3rd finger
HP:0009338,HP:0009343,t,t,f,Enlarged epiphysis of the distal phalanx of the 3rd finger,Small epiphysis of the distal phalanx of the 3rd finger
HP:0009349,HP:0009354,t,t,f,Enlarged epiphysis of the proximal phalanx of the 3rd finger,Small epiphysis of the proximal phalanx of the 3rd finger
HP:0009385,HP:0009390,t,t,f,Enlarged epiphyses of the 5th finger,Small epiphyses of the 5th finger
HP:0009396,HP:0009401,t,t,f,Enlarged epiphyses of the 4th finger,Small epiphyses of the 4th finger
HP:0009413,HP:0009418,t,t,f,Enlarged epiphyses of the 3rd finger,Small epiphyses of the 3rd finger
HP:0009491,HP:0009496,t,t,f,Enlarged epiphyses of the 2nd finger,Small epiphyses of the 2nd finger
HP:0009505,HP:0009510,t,t,f,Enlarged epiphysis of the distal phalanx of the 2nd finger,Small epiphysis of the distal phalanx of the 2nd finger
HP:0009516,HP:0009521,t,t,f,Enlarged epiphysis of the middle phalanx of the 2nd finger,Small epiphysis of the middle phalanx of the 2nd finger
HP:0009527,HP:0009532,t,t,f,Enlarged epiphysis of the proximal phalanx of the 2nd finger,Small epiphysis of the proximal phalanx of the 2nd finger
HP:0009667,HP:0009672,t,t,f,Enlarged epiphysis of the proximal phalanx of the thumb,Small epiphysis of the proximal phalanx of the thumb
HP:0009678,HP:0009683,t,t,f,Enlarged epiphysis of the distal phalanx of the thumb,Small epiphysis of the distal phalanx of the thumb
HP:0009689,HP:0009694,t,t,f,Enlarged thumb epiphysis,Small thumb epiphysis
HP:0009746,HP:0009936,f,t,f,Thick nasal septum,Narrow nasal septum
HP:0000385,HP:0009748,f,t,f,Small earlobe,Large earlobe
HP:0009778,HP:0032524,f,t,f,Short thumb,Long thumb
HP:0009804,HP:0011069,t,t,f,Tooth agenesis,Supernumerary tooth
HP:0009882,HP:0012299,t,t,f,Short distal phalanx of finger,Long distal phalanx of finger
HP:0000448,HP:0009924,f,t,f,Prominent nose,Aplasia/Hypoplasia involving the nose
HP:0009931,HP:0009933,f,t,f,Enlarged naris,Narrow naris
HP:0010018,HP:0010023,t,t,f,Enlarged epiphysis of the 1st metacarpal,Small epiphysis of the 1st metacarpal
HP:0010049,HP:0010493,t,t,f,Short metacarpal,Long metacarpals
HP:0010116,HP:0010121,t,t,f,Enlarged epiphyses of the hallux,Small epiphyses of the hallux
HP:0010130,HP:0010135,t,t,f,Enlarged epiphysis of the proximal phalanx of the hallux,Small epiphysis of the proximal phalanx of the hallux
HP:0010141,HP:0010146,t,t,f,Enlarged epiphysis of the distal phalanx of the hallux,Small epiphysis of the distal phalanx of the hallux
HP:0010152,HP:0010157,t,t,f,Enlarged epiphysis of the 1st metatarsal,Small epiphysis of the 1st metatarsal
HP:0010165,HP:0010170,t,t,f,Enlarged epiphyses of the toes,Small epiphyses of the toes
HP:0010231,HP:0010236,t,t,f,Enlarged epiphyses of the phalanges of the hand,Small epiphyses of the phalanges of the hand
HP:0010249,HP:0010254,t,t,f,Enlarged epiphyses of the distal phalanges of the hand,Small epiphyses of the distal phalanges of the hand
HP:0010260,HP:0010265,t,t,f,Enlarged epiphyses of the middle phalanges of the hand,Small epiphyses of the middle phalanges of the hand
HP:0010271,HP:0010276,t,t,f,Enlarged epiphyses of the proximal phalanges of the hand,Small epiphyses of the proximal phalanges of the hand
HP:0010306,HP:0100818,f,t,f,Short thorax,Long thorax
HP:0010450,HP:6000589,f,t,f,Esophageal stenosis,Esophageal dilation
HP:0010514,HP:0040075,t,t,f,Hyperpituitarism,Hypopituitarism
HP:0010545,HP:0011477,f,t,f,Downbeat nystagmus,Upbeat nystagmus
HP:0010570,HP:0011432,f,t,f,Low maternal circulating alpha-fetoprotein concentration,Elevated maternal circulating alpha-fetoprotein concentration
HP:0010580,HP:0010585,t,t,f,Enlarged epiphyses,Small epiphyses
HP:0010650,HP:0430029,t,t,f,Hypoplasia of the premaxilla,Hyperplasia of the premaxilla
HP:0010669,HP:0012370,f,t,f,Hypoplasia of the zygomatic bone,Prominence of the zygomatic bone
HP:0010763,HP:0012807,f,t,f,Low insertion of columella,High insertion of columella
HP:0008839,HP:0010779,f,t,f,Hypoplastic pelvis,Large pelvis bone
HP:0010790,HP:0010791,f,t,f,Hypoplasia of the Leydig cells,Hyperplasia of the Leydig cells
HP:0010809,HP:0010811,t,t,f,Broad uvula,Narrow uvula
HP:0010810,HP:0010812,t,t,f,Long uvula,Short uvula
HP:0010837,HP:0033145,f,t,f,Decreased circulating ceruloplasmin concentration,Increased circulating ceruloplasmin concentration
HP:0010906,HP:0500145,t,t,f,Hyperhistidinemia,Hypohistidinemia
HP:0010910,HP:0500132,t,t,f,Hypervalinemia,Hypovalinemia
HP:0010911,HP:0500143,t,t,f,Hyperleucinemia,Hypoleucinemia
HP:0010913,HP:0500144,t,t,f,Hyperisoleucinemia,Hypoisoleucinemia
HP:0005404,HP:0010976,f,t,f,Increased B cell count,B lymphocytopenia
HP:0010980,HP:0010981,t,t,f,Hyperlipoproteinemia,Hypolipoproteinemia
HP:0011009,HP:0011010,f,t,f,Acute,Chronic
HP:0000103,HP:0011037,f,t,f,Polyuria,Decreased urine output
HP:0011105,HP:0011106,f,t,f,Hypervolemia,Hypovolemia
HP:0011238,HP:0011239,f,t,f,Prominent inferior crus of antihelix,Underdeveloped inferior crus of antihelix
HP:0011246,HP:0011247,f,t,f,Underdeveloped superior crus of antihelix,Prominent superior crus of antihelix
HP:0011271,HP:0011272,f,t,f,Prominent tragus,Underdeveloped tragus
HP:0011284,HP:0011285,f,t,f,Short-segment aganglionic megacolon,Long-segment aganglionic megacolon
HP:0011382,HP:0011383,f,t,f,Hypoplasia of the semicircular canal,Enlarged semicircular canal
HP:0011433,HP:0011434,f,t,f,High maternal circulating chorionic gonadotropin concentration,Low maternal circulating chorionic gonadotropin concentration
HP:0011775,HP:0011776,f,t,f,Thyroid macrofollicular adenoma,Thyroid microfollicular adenoma
HP:0011800,HP:0012371,f,t,f,Midface retrusion,Hyperplasia of midface
HP:0011858,HP:0033061,f,t,f,Reduced factor IX activity,Increased factor IX activity
HP:0011899,HP:0011900,f,t,f,Hyperfibrinogenemia,Hypofibrinogenemia
HP:0003149,HP:0011935,t,t,f,Hyperuricosuria,Decreased urinary urate
HP:0011967,HP:0032254,t,t,f,Decreased circulating copper concentration,Increased circulating copper concentration
HP:0011972,HP:0031885,f,t,f,Hypoglycorrhachia,Hyperglycorrhachia
