id1,term1,id2,term2,claude,deepseek,gemini,grok,llama,openai,pct_yes,majority
HP:0000238,Hydrocephalus,HP:0040205,Decreased CSF neopterin level,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0040209,Decreased CSF biopterin level,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0410056,Decreased CSF erythritol concentration,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0410209,Folate deficiency in CSF,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0500188,Decreased CSF valine concentration,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0500190,Decreased CSF leucine concentration,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0500194,Decreased CSF isoleucine concentration,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0500198,Decreased CSF glutamine concentration,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0500201,Decreased CSF glutamate concentration,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0500204,Decreased CSF arginine concentration,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0500207,Decreased CSF lysine concentration,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0500213,Decreased CSF threonine concentration,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0500221,Decreased CSF tyrosine concentration,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0500224,Decreased CSF phenylalanine concentration,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0500228,Decreased CSF serine concentration,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0500234,Decreased CSF alanine concentration,no,no,no,no,no,no,0.00,f
HP:0000238,Hydrocephalus,HP:0500237,Decreased CSF histidine concentration,no,no,no,no,no,no,0.00,f
HP:0000239,Large fontanelles,HP:0005486,Small fontanelle,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000248,Brachycephaly,HP:0000268,Dolichocephaly,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000253,Progressive microcephaly,HP:0004481,Progressive macrocephaly,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000253,Progressive microcephaly,HP:0040194,Increased head circumference,no,no,no,yes,no,yes,0.33,f
HP:0000274,Small face,HP:0100729,Large face,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000275,Narrow face,HP:0000283,Broad face,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000276,Long face,HP:0011219,Short face,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000287,Increased facial adipose tissue,HP:0000292,Loss of facial adipose tissue,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000293,Full cheeks,HP:0009938,Sunken cheeks,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000316,Hypertelorism,HP:0000601,Hypotelorism,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000322,Short philtrum,HP:0000343,Long philtrum,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000327,Hypoplasia of the maxilla,HP:0430028,Hyperplasia of the maxilla,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000331,Short chin,HP:0400000,Tall chin,no,no,yes,yes,yes,yes,0.67,t
HP:0000337,Broad forehead,HP:0000341,Narrow forehead,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000350,Small forehead,HP:0002003,Large forehead,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000391,Thickened helices,HP:0009905,Thin ear helix,yes,no,yes,yes,yes,yes,0.83,t
HP:0000421,Epistaxis,HP:0009932,Single naris,no,no,no,no,no,no,0.00,f
HP:0000445,Wide nose,HP:0000460,Narrow nose,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000468,Increased adipose tissue around the neck,HP:0005995,Decreased adipose tissue around neck,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000470,Short neck,HP:0000472,Long neck,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000482,Microcornea,HP:0000485,Megalocornea,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000527,Long eyelashes,HP:0010764,Short eyelashes,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000568,Microphthalmia,HP:0001090,Abnormally large globe,yes,no,yes,yes,yes,yes,0.83,t
HP:0000574,Thick eyebrow,HP:0045074,Thin eyebrow,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000592,Blue sclerae,HP:0030823,Scleral thickening,no,no,no,yes,no,no,0.17,f
HP:0000637,Long palpebral fissure,HP:0012745,Short palpebral fissure,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000691,Microdontia,HP:0001572,Macrodontia,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000778,Hypoplasia of the thymus,HP:0010516,Thymus hyperplasia,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000790,Hematuria,HP:0001882,Leukopenia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0001888,Lymphopenia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0001913,Granulocytopenia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0001943,Hypoglycemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0001988,Recurrent hypoglycemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0002148,Hypophosphatemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0002720,Decreased circulating IgA concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0002850,Decreased circulating total IgM,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0002900,Hypokalemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0002901,Hypocalcemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0002902,Hyponatremia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0002917,Hypomagnesemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0002920,Decreased circulating ACTH concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003073,Hypoalbuminemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003075,Hypoproteinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003113,Hypochloremia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003127,Hypocalciuria,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003146,Hypocholesterolemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003233,Decreased HDL cholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003234,Decreased circulating carnitine concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003292,Decreased serum leptin,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003351,Decreased circulating renin concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003359,Decreased urinary sulfate,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003537,Hypouricemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003563,Decreased LDL cholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003572,Low plasma citrulline,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0003658,Hypomethioninemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0004313,Decreased circulating antibody concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0004315,Decreased circulating IgG concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0004319,Decreased circulating aldosterone concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0005479,Decreased circulating IgE concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0005510,Transient erythroblastopenia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0005961,Hypoargininemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0008163,Decreased circulating cortisol level,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0010837,Decreased circulating ceruloplasmin concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0010981,Hypolipoproteinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0011935,Decreased urinary urate,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0011967,Decreased circulating copper concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012052,Low serum calcitriol,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012053,Decreased circulating calcifediol concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012101,Decreased serum creatinine,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012153,Hypotriglyceridemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012277,Hypoglycinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012279,Hyposerinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012364,Decreased urinary potassium,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012365,Hypophosphaturia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012403,Decreased urine alpha-ketoglutarate concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012405,Hypocitraturia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012417,Hypocapnia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012418,Hypoxemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012601,Hypochloriduria,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012604,Hyponatriuria,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0012609,Hypomagnesiuria,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0020222,Hypohomocysteinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0030339,Decreased circulating gonadotropin concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0030344,Decreased circulating luteinizing hormone level,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0030349,Decreased circulating androgen concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0030689,Decreased glucagon level,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0030985,Decreased serum bile acid concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0031242,Decreased circulating chylomicron concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0031243,Decreased VLDL cholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0031794,Decreased circulating glycerol level,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0031891,Decreased eosinophil count,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0031969,Reduced blood urea nitrogen,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0032098,Hypomanganesemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0032210,Decreased circulating free T3,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0032363,Decreased circulating corticosterone level,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0033445,Reduced circulating acylcarnitine concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0033480,Hypobilirubinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0034203,Decreased iduronate sulfatase level,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0034292,Reduced circulating creatine concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0034441,Decreased circulating aspartic acid concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0034869,Reduced erythrocyte free porphyrin concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0034870,Reduced circulating urocanic acid concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0034938,Decreased circulating sialic acid concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0040171,Decreased serum testosterone concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0040216,Hypoinsulinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0040426,Decreased urinary hypoxanthine level,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0045011,Decreased urine bicarbonate concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0045012,Decreased urinary catecholamine concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0045014,Hypolipidemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0045035,Decreased urinary copper concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0100493,Hypoammonemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0100507,Reduced blood folate concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0410055,Decreased level of erythritol in urine,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0410060,Decreased level of D-mannose in urine,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0410245,Decreased circulating IgD concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0410289,Hypoamylasemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0410314,Decreased urinary 1-methylhistidine,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0410318,Decreased urinary 3-methylhistidine,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0410343,Decreased circulating heparan sulfate level,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0430073,Decreased circulating beta-carotene concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500132,Hypovalinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500133,Hypotyrosinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500135,Hypotryptophanemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500136,Hypothreoninemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500139,Hypoprolinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500140,Decreased circulating hydroxyproline concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500141,Hypophenylalaninemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500142,Hypolysinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500143,Hypoleucinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500144,Hypoisoleucinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500145,Hypohistidinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500147,Hypoglutaminemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500150,Hypoglutamatemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500152,Hypocystinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500154,Hypoalaninemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500157,Hypoasparaginemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500162,Decreased circulating carnosine concentration,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500163,Hypoornithinemia,no,no,no,no,no,no,0.00,f
HP:0000790,Hematuria,HP:0500182,Hypotaurinemia,no,no,no,no,no,no,0.00,f
HP:0000799,Renal steatosis,HP:0010685,Low alkaline phosphatase of renal origin,no,no,no,no,no,no,0.00,f
HP:0000821,Hypothyroidism,HP:0000836,Hyperthyroidism,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000822,Hypertension,HP:0002615,Hypotension,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000829,Hypoparathyroidism,HP:0000843,Hyperparathyroidism,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000837,Increased circulating gonadotropin level,HP:0001882,Leukopenia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0001888,Lymphopenia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0001913,Granulocytopenia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0001943,Hypoglycemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0001988,Recurrent hypoglycemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0002148,Hypophosphatemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0002720,Decreased circulating IgA concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0002850,Decreased circulating total IgM,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0002900,Hypokalemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0002901,Hypocalcemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0002902,Hyponatremia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0002917,Hypomagnesemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0002920,Decreased circulating ACTH concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0003073,Hypoalbuminemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0003075,Hypoproteinemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0003113,Hypochloremia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0003146,Hypocholesterolemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0003233,Decreased HDL cholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0003234,Decreased circulating carnitine concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0003292,Decreased serum leptin,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0003351,Decreased circulating renin concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0003537,Hypouricemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0003563,Decreased LDL cholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0003572,Low plasma citrulline,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0003658,Hypomethioninemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0004313,Decreased circulating antibody concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0004315,Decreased circulating IgG concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0004319,Decreased circulating aldosterone concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0005479,Decreased circulating IgE concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0005510,Transient erythroblastopenia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0005961,Hypoargininemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0008163,Decreased circulating cortisol level,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0010837,Decreased circulating ceruloplasmin concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0010981,Hypolipoproteinemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0011967,Decreased circulating copper concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0012052,Low serum calcitriol,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0012053,Decreased circulating calcifediol concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0012101,Decreased serum creatinine,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0012153,Hypotriglyceridemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0012277,Hypoglycinemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0012279,Hyposerinemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0012417,Hypocapnia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0012418,Hypoxemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0020222,Hypohomocysteinemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0030339,Decreased circulating gonadotropin concentration,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000837,Increased circulating gonadotropin level,HP:0030344,Decreased circulating luteinizing hormone level,yes,no,no,no,no,no,0.17,f
HP:0000837,Increased circulating gonadotropin level,HP:0030349,Decreased circulating androgen concentration,no,yes,no,no,no,no,0.17,f
HP:0000837,Increased circulating gonadotropin level,HP:0030689,Decreased glucagon level,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0030985,Decreased serum bile acid concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0031242,Decreased circulating chylomicron concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0031243,Decreased VLDL cholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0031794,Decreased circulating glycerol level,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0031891,Decreased eosinophil count,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0031969,Reduced blood urea nitrogen,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0032098,Hypomanganesemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0032210,Decreased circulating free T3,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0032363,Decreased circulating corticosterone level,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0033445,Reduced circulating acylcarnitine concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0033480,Hypobilirubinemia,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0034203,Decreased iduronate sulfatase level,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0034292,Reduced circulating creatine concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0034441,Decreased circulating aspartic acid concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0034869,Reduced erythrocyte free porphyrin concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0034870,Reduced circulating urocanic acid concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,no,no,no,no,no,no,0.00,f
HP:0000837,Increased circulating gonadotropin level,HP:0034938,Decreased circulating sialic acid concentration,no,no,no,no,no,no,0.00,f
