id1,id2,logical,text,inherit,term1,term2
HP:0000790,HP:0004319,t,f,f,Hematuria,Decreased circulating aldosterone concentration
HP:0000790,HP:0005479,t,f,f,Hematuria,Decreased circulating IgE concentration
HP:0000790,HP:0005510,t,f,f,Hematuria,Transient erythroblastopenia
HP:0000790,HP:0005961,t,f,f,Hematuria,Hypoargininemia
HP:0000790,HP:0008163,t,f,f,Hematuria,Decreased circulating cortisol level
HP:0000790,HP:0010837,t,f,f,Hematuria,Decreased circulating ceruloplasmin concentration
HP:0000790,HP:0010981,t,f,f,Hematuria,Hypolipoproteinemia
HP:0000790,HP:0011935,t,f,f,Hematuria,Decreased urinary urate
HP:0000790,HP:0011967,t,f,f,Hematuria,Decreased circulating copper concentration
HP:0000790,HP:0012052,t,f,f,Hematuria,Low serum calcitriol
HP:0000790,HP:0012053,t,f,f,Hematuria,Decreased circulating calcifediol concentration
HP:0000790,HP:0012101,t,f,f,Hematuria,Decreased serum creatinine
HP:0000790,HP:0012153,t,f,f,Hematuria,Hypotriglyceridemia
HP:0000790,HP:0012277,t,f,f,Hematuria,Hypoglycinemia
HP:0000790,HP:0012279,t,f,f,Hematuria,Hyposerinemia
HP:0000790,HP:0012364,t,f,f,Hematuria,Decreased urinary potassium
HP:0000790,HP:0012365,t,f,f,Hematuria,Hypophosphaturia
HP:0000790,HP:0012403,t,f,f,Hematuria,Decreased urine alpha-ketoglutarate concentration
HP:0000790,HP:0012405,t,f,f,Hematuria,Hypocitraturia
HP:0000790,HP:0012417,t,f,f,Hematuria,Hypocapnia
HP:0000790,HP:0012418,t,f,f,Hematuria,Hypoxemia
HP:0000790,HP:0012601,t,f,f,Hematuria,Hypochloriduria
HP:0000790,HP:0012604,t,f,f,Hematuria,Hyponatriuria
HP:0000790,HP:0012609,t,f,f,Hematuria,Hypomagnesiuria
HP:0000790,HP:0020222,t,f,f,Hematuria,Hypohomocysteinemia
HP:0000790,HP:0030339,t,f,f,Hematuria,Decreased circulating gonadotropin concentration
HP:0000790,HP:0030344,t,f,f,Hematuria,Decreased circulating luteinizing hormone level
HP:0000790,HP:0030349,t,f,f,Hematuria,Decreased circulating androgen concentration
HP:0000790,HP:0030689,t,f,f,Hematuria,Decreased glucagon level
HP:0000790,HP:0030985,t,f,f,Hematuria,Decreased serum bile acid concentration
HP:0000790,HP:0031242,t,f,f,Hematuria,Decreased circulating chylomicron concentration
HP:0000790,HP:0031243,t,f,f,Hematuria,Decreased VLDL cholesterol concentration
HP:0000790,HP:0031794,t,f,f,Hematuria,Decreased circulating glycerol level
HP:0000790,HP:0031891,t,f,f,Hematuria,Decreased eosinophil count
HP:0000790,HP:0031969,t,f,f,Hematuria,Reduced blood urea nitrogen
HP:0000790,HP:0032098,t,f,f,Hematuria,Hypomanganesemia
HP:0000790,HP:0032210,t,f,f,Hematuria,Decreased circulating free T3
HP:0000790,HP:0032363,t,f,f,Hematuria,Decreased circulating corticosterone level
HP:0000790,HP:0033445,t,f,f,Hematuria,Reduced circulating acylcarnitine concentration
HP:0000790,HP:0033480,t,f,f,Hematuria,Hypobilirubinemia
HP:0000790,HP:0034203,t,f,f,Hematuria,Decreased iduronate sulfatase level
HP:0000790,HP:0034292,t,f,f,Hematuria,Reduced circulating creatine concentration
HP:0000790,HP:0034441,t,f,f,Hematuria,Decreased circulating aspartic acid concentration
HP:0000790,HP:0034869,t,f,f,Hematuria,Reduced erythrocyte free porphyrin concentration
HP:0000790,HP:0034870,t,f,f,Hematuria,Reduced circulating urocanic acid concentration
HP:0000790,HP:0034935,t,f,f,Hematuria,Decreased circulating 7-dehydrocholesterol concentration
HP:0000790,HP:0034938,t,f,f,Hematuria,Decreased circulating sialic acid concentration
HP:0000790,HP:0040171,t,f,f,Hematuria,Decreased serum testosterone concentration
HP:0000790,HP:0040216,t,f,f,Hematuria,Hypoinsulinemia
HP:0000790,HP:0040426,t,f,f,Hematuria,Decreased urinary hypoxanthine level
HP:0000790,HP:0045011,t,f,f,Hematuria,Decreased urine bicarbonate concentration
HP:0000790,HP:0045012,t,f,f,Hematuria,Decreased urinary catecholamine concentration
HP:0000790,HP:0045014,t,f,f,Hematuria,Hypolipidemia
HP:0000790,HP:0045035,t,f,f,Hematuria,Decreased urinary copper concentration
HP:0000790,HP:0100493,t,f,f,Hematuria,Hypoammonemia
HP:0000790,HP:0100507,t,f,f,Hematuria,Reduced blood folate concentration
HP:0000790,HP:0410055,t,f,f,Hematuria,Decreased level of erythritol in urine
HP:0000790,HP:0410060,t,f,f,Hematuria,Decreased level of D-mannose in urine
HP:0000790,HP:0410179,t,f,f,Hematuria,Decreased glucose-6-phosphate dehydrogenase level in blood
HP:0000790,HP:0410245,t,f,f,Hematuria,Decreased circulating IgD concentration
HP:0000790,HP:0410289,t,f,f,Hematuria,Hypoamylasemia
HP:0000790,HP:0410314,t,f,f,Hematuria,Decreased urinary 1-methylhistidine
HP:0000790,HP:0410318,t,f,f,Hematuria,Decreased urinary 3-methylhistidine
HP:0000790,HP:0410343,t,f,f,Hematuria,Decreased circulating heparan sulfate level
HP:0000790,HP:0430073,t,f,f,Hematuria,Decreased circulating beta-carotene concentration
HP:0000790,HP:0500132,t,f,f,Hematuria,Hypovalinemia
HP:0000790,HP:0500133,t,f,f,Hematuria,Hypotyrosinemia
HP:0000790,HP:0500135,t,f,f,Hematuria,Hypotryptophanemia
HP:0000790,HP:0500136,t,f,f,Hematuria,Hypothreoninemia
HP:0000790,HP:0500139,t,f,f,Hematuria,Hypoprolinemia
HP:0000790,HP:0500140,t,f,f,Hematuria,Decreased circulating hydroxyproline concentration
HP:0000790,HP:0500141,t,f,f,Hematuria,Hypophenylalaninemia
HP:0000790,HP:0500142,t,f,f,Hematuria,Hypolysinemia
HP:0000790,HP:0500143,t,f,f,Hematuria,Hypoleucinemia
HP:0000790,HP:0500144,t,f,f,Hematuria,Hypoisoleucinemia
HP:0000790,HP:0500145,t,f,f,Hematuria,Hypohistidinemia
HP:0000790,HP:0500147,t,f,f,Hematuria,Hypoglutaminemia
HP:0000790,HP:0500150,t,f,f,Hematuria,Hypoglutamatemia
HP:0000790,HP:0500152,t,f,f,Hematuria,Hypocystinemia
HP:0000790,HP:0500154,t,f,f,Hematuria,Hypoalaninemia
HP:0000790,HP:0500157,t,f,f,Hematuria,Hypoasparaginemia
HP:0000790,HP:0500162,t,f,f,Hematuria,Decreased circulating carnosine concentration
HP:0000790,HP:0500163,t,f,f,Hematuria,Hypoornithinemia
HP:0000790,HP:0500182,t,f,f,Hematuria,Hypotaurinemia
HP:0000799,HP:0010685,t,f,f,Renal steatosis,Low alkaline phosphatase of renal origin
HP:0000821,HP:0000836,t,t,f,Hypothyroidism,Hyperthyroidism
HP:0000822,HP:0002615,t,t,f,Hypertension,Hypotension
HP:0000829,HP:0000843,t,t,f,Hypoparathyroidism,Hyperparathyroidism
HP:0000835,HP:0008221,f,t,f,Adrenal hypoplasia,Adrenal hyperplasia
HP:0000837,HP:0001882,t,f,f,Increased circulating gonadotropin level,Leukopenia
HP:0000837,HP:0001888,t,f,f,Increased circulating gonadotropin level,Lymphopenia
HP:0000837,HP:0001913,t,f,f,Increased circulating gonadotropin level,Granulocytopenia
HP:0000837,HP:0001943,t,f,f,Increased circulating gonadotropin level,Hypoglycemia
HP:0000837,HP:0001988,t,f,f,Increased circulating gonadotropin level,Recurrent hypoglycemia
HP:0000837,HP:0002148,t,f,f,Increased circulating gonadotropin level,Hypophosphatemia
HP:0000837,HP:0002720,t,f,f,Increased circulating gonadotropin level,Decreased circulating IgA concentration
HP:0000837,HP:0002850,t,f,f,Increased circulating gonadotropin level,Decreased circulating total IgM
HP:0000837,HP:0002900,t,f,f,Increased circulating gonadotropin level,Hypokalemia
HP:0000837,HP:0002901,t,f,f,Increased circulating gonadotropin level,Hypocalcemia
HP:0000837,HP:0002902,t,f,f,Increased circulating gonadotropin level,Hyponatremia
HP:0000837,HP:0002917,t,f,f,Increased circulating gonadotropin level,Hypomagnesemia
HP:0000837,HP:0002920,t,f,f,Increased circulating gonadotropin level,Decreased circulating ACTH concentration
HP:0000837,HP:0003073,t,f,f,Increased circulating gonadotropin level,Hypoalbuminemia
HP:0000837,HP:0003075,t,f,f,Increased circulating gonadotropin level,Hypoproteinemia
HP:0000837,HP:0003113,t,f,f,Increased circulating gonadotropin level,Hypochloremia
HP:0000837,HP:0003146,t,f,f,Increased circulating gonadotropin level,Hypocholesterolemia
HP:0000837,HP:0003233,t,f,f,Increased circulating gonadotropin level,Decreased HDL cholesterol concentration
HP:0000837,HP:0003234,t,f,f,Increased circulating gonadotropin level,Decreased circulating carnitine concentration
HP:0000837,HP:0003292,t,f,f,Increased circulating gonadotropin level,Decreased serum leptin
HP:0000837,HP:0003351,t,f,f,Increased circulating gonadotropin level,Decreased circulating renin concentration
HP:0000837,HP:0003537,t,f,f,Increased circulating gonadotropin level,Hypouricemia
HP:0000837,HP:0003563,t,f,f,Increased circulating gonadotropin level,Decreased LDL cholesterol concentration
HP:0000837,HP:0003572,t,f,f,Increased circulating gonadotropin level,Low plasma citrulline
HP:0000837,HP:0003658,t,f,f,Increased circulating gonadotropin level,Hypomethioninemia
HP:0000837,HP:0004313,t,f,f,Increased circulating gonadotropin level,Decreased circulating antibody concentration
HP:0000837,HP:0004315,t,f,f,Increased circulating gonadotropin level,Decreased circulating IgG concentration
HP:0000837,HP:0004319,t,f,f,Increased circulating gonadotropin level,Decreased circulating aldosterone concentration
HP:0000837,HP:0005479,t,f,f,Increased circulating gonadotropin level,Decreased circulating IgE concentration
HP:0000837,HP:0005510,t,f,f,Increased circulating gonadotropin level,Transient erythroblastopenia
HP:0000837,HP:0005961,t,f,f,Increased circulating gonadotropin level,Hypoargininemia
HP:0000837,HP:0008163,t,f,f,Increased circulating gonadotropin level,Decreased circulating cortisol level
HP:0000837,HP:0010837,t,f,f,Increased circulating gonadotropin level,Decreased circulating ceruloplasmin concentration
HP:0000837,HP:0010981,t,f,f,Increased circulating gonadotropin level,Hypolipoproteinemia
HP:0000837,HP:0011967,t,f,f,Increased circulating gonadotropin level,Decreased circulating copper concentration
HP:0000837,HP:0012052,t,f,f,Increased circulating gonadotropin level,Low serum calcitriol
HP:0000837,HP:0012053,t,f,f,Increased circulating gonadotropin level,Decreased circulating calcifediol concentration
HP:0000837,HP:0012101,t,f,f,Increased circulating gonadotropin level,Decreased serum creatinine
HP:0000837,HP:0012153,t,f,f,Increased circulating gonadotropin level,Hypotriglyceridemia
HP:0000837,HP:0012277,t,f,f,Increased circulating gonadotropin level,Hypoglycinemia
HP:0000837,HP:0012279,t,f,f,Increased circulating gonadotropin level,Hyposerinemia
HP:0000837,HP:0012417,t,f,f,Increased circulating gonadotropin level,Hypocapnia
HP:0000837,HP:0012418,t,f,f,Increased circulating gonadotropin level,Hypoxemia
HP:0000837,HP:0020222,t,f,f,Increased circulating gonadotropin level,Hypohomocysteinemia
HP:0000837,HP:0030339,t,t,f,Increased circulating gonadotropin level,Decreased circulating gonadotropin concentration
HP:0000837,HP:0030344,t,f,f,Increased circulating gonadotropin level,Decreased circulating luteinizing hormone level
HP:0000837,HP:0030349,t,f,f,Increased circulating gonadotropin level,Decreased circulating androgen concentration
HP:0000837,HP:0030689,t,f,f,Increased circulating gonadotropin level,Decreased glucagon level
HP:0000837,HP:0030985,t,f,f,Increased circulating gonadotropin level,Decreased serum bile acid concentration
HP:0000837,HP:0031242,t,f,f,Increased circulating gonadotropin level,Decreased circulating chylomicron concentration
HP:0000837,HP:0031243,t,f,f,Increased circulating gonadotropin level,Decreased VLDL cholesterol concentration
HP:0000837,HP:0031794,t,f,f,Increased circulating gonadotropin level,Decreased circulating glycerol level
HP:0000837,HP:0031891,t,f,f,Increased circulating gonadotropin level,Decreased eosinophil count
HP:0000837,HP:0031969,t,f,f,Increased circulating gonadotropin level,Reduced blood urea nitrogen
HP:0000837,HP:0032098,t,f,f,Increased circulating gonadotropin level,Hypomanganesemia
HP:0000837,HP:0032210,t,f,f,Increased circulating gonadotropin level,Decreased circulating free T3
HP:0000837,HP:0032363,t,f,f,Increased circulating gonadotropin level,Decreased circulating corticosterone level
HP:0000837,HP:0033445,t,f,f,Increased circulating gonadotropin level,Reduced circulating acylcarnitine concentration
HP:0000837,HP:0033480,t,f,f,Increased circulating gonadotropin level,Hypobilirubinemia
HP:0000837,HP:0034203,t,f,f,Increased circulating gonadotropin level,Decreased iduronate sulfatase level
HP:0000837,HP:0034292,t,f,f,Increased circulating gonadotropin level,Reduced circulating creatine concentration
HP:0000837,HP:0034441,t,f,f,Increased circulating gonadotropin level,Decreased circulating aspartic acid concentration
HP:0000837,HP:0034869,t,f,f,Increased circulating gonadotropin level,Reduced erythrocyte free porphyrin concentration
HP:0000837,HP:0034870,t,f,f,Increased circulating gonadotropin level,Reduced circulating urocanic acid concentration
HP:0000837,HP:0034935,t,f,f,Increased circulating gonadotropin level,Decreased circulating 7-dehydrocholesterol concentration
HP:0000837,HP:0034938,t,f,f,Increased circulating gonadotropin level,Decreased circulating sialic acid concentration
HP:0000837,HP:0040171,t,f,f,Increased circulating gonadotropin level,Decreased serum testosterone concentration
HP:0000837,HP:0040216,t,f,f,Increased circulating gonadotropin level,Hypoinsulinemia
HP:0000837,HP:0045014,t,f,f,Increased circulating gonadotropin level,Hypolipidemia
HP:0000837,HP:0100493,t,f,f,Increased circulating gonadotropin level,Hypoammonemia
HP:0000837,HP:0100507,t,f,f,Increased circulating gonadotropin level,Reduced blood folate concentration
HP:0000837,HP:0410179,t,f,f,Increased circulating gonadotropin level,Decreased glucose-6-phosphate dehydrogenase level in blood
HP:0000837,HP:0410245,t,f,f,Increased circulating gonadotropin level,Decreased circulating IgD concentration
HP:0000837,HP:0410289,t,f,f,Increased circulating gonadotropin level,Hypoamylasemia
HP:0000837,HP:0410343,t,f,f,Increased circulating gonadotropin level,Decreased circulating heparan sulfate level
HP:0000837,HP:0430073,t,f,f,Increased circulating gonadotropin level,Decreased circulating beta-carotene concentration
HP:0000837,HP:0500132,t,f,f,Increased circulating gonadotropin level,Hypovalinemia
HP:0000837,HP:0500133,t,f,f,Increased circulating gonadotropin level,Hypotyrosinemia
HP:0000837,HP:0500135,t,f,f,Increased circulating gonadotropin level,Hypotryptophanemia
HP:0000837,HP:0500136,t,f,f,Increased circulating gonadotropin level,Hypothreoninemia
HP:0000837,HP:0500139,t,f,f,Increased circulating gonadotropin level,Hypoprolinemia
HP:0000837,HP:0500140,t,f,f,Increased circulating gonadotropin level,Decreased circulating hydroxyproline concentration
HP:0000837,HP:0500141,t,f,f,Increased circulating gonadotropin level,Hypophenylalaninemia
HP:0000837,HP:0500142,t,f,f,Increased circulating gonadotropin level,Hypolysinemia
HP:0000837,HP:0500143,t,f,f,Increased circulating gonadotropin level,Hypoleucinemia
HP:0000837,HP:0500144,t,f,f,Increased circulating gonadotropin level,Hypoisoleucinemia
HP:0000837,HP:0500145,t,f,f,Increased circulating gonadotropin level,Hypohistidinemia
HP:0000837,HP:0500147,t,f,f,Increased circulating gonadotropin level,Hypoglutaminemia
HP:0000837,HP:0500150,t,f,f,Increased circulating gonadotropin level,Hypoglutamatemia
HP:0000837,HP:0500152,t,f,f,Increased circulating gonadotropin level,Hypocystinemia
HP:0000837,HP:0500154,t,f,f,Increased circulating gonadotropin level,Hypoalaninemia
HP:0000837,HP:0500157,t,f,f,Increased circulating gonadotropin level,Hypoasparaginemia
HP:0000837,HP:0500162,t,f,f,Increased circulating gonadotropin level,Decreased circulating carnosine concentration
HP:0000837,HP:0500163,t,f,f,Increased circulating gonadotropin level,Hypoornithinemia
HP:0000837,HP:0500182,t,f,f,Increased circulating gonadotropin level,Hypotaurinemia
HP:0000842,HP:0001882,t,f,f,Hyperinsulinemia,Leukopenia
HP:0000842,HP:0001888,t,f,f,Hyperinsulinemia,Lymphopenia
HP:0000842,HP:0001913,t,f,f,Hyperinsulinemia,Granulocytopenia
HP:0000842,HP:0001943,t,f,f,Hyperinsulinemia,Hypoglycemia
HP:0000842,HP:0001988,t,f,f,Hyperinsulinemia,Recurrent hypoglycemia
